106,"Braun, Christian",DEN,45,31,14,48.1,41.4,85.1,48.6,10.5,32.0,32.8,20.4,26.7,76.4,10.4,30.5,40.9,25.0,14.0,8.5,4.9,4.8,18.4,21.2,113.7,6.0
106,"Brissett, Oshae",IND,45,20,25,46.9,40.7,86.0,47.3,12.2,34.5,35.4,16.9,21.7,77.8,12.1,29.3,41.3,26.2,16.6,8.2,5.5,5.5,22.6,21.3,110.4,-0.2
106,"Brown Jr., Troy",LAL,45,20,25,47.0,42.7,89.8,47.5,11.6,34.1,34.0,15.2,20.3,75.1,11.0,33.2,44.2,24.9,11.8,6.6,5.2,4.7,20.4,17.4,112.1,0.6
106,"Brown, Jaylen",BOS,45,31,14,47.6,42.0,89.2,47.1,11.4,32.0,35.5,15.8,20.3,77.9,9.6,34.6,44.2,22.3,12.9,6.1,3.9,5.3,19.7,18.9,111.2,-4.3
106,"Giddey, Josh",OKC,45,19,26,46.4,41.2,86.2,47.7,12.2,33.4,36.6,18.5,23.7,78.0,11.9,33.4,45.3,25.3,16.1,8.4,5.6,5.2,17.8,20.6,113.0,2.2
106,"Gordon, Aaron",DEN,45,32,13,47.8,41.3,86.8,47.6,11.9,33.6,35.6,16.6,21.8,76.1,9.7,29.2,38.9,26.0,14.2,7.6,4.5,4.3,21.0,17.0,111.1,-12.3
106,"Green, Draymond",GSW,45,25,20,45.9,40.2,87.9,45.7,12.5,35.1,35.5,17.2,22.6,76.2,10.8,31.9,42.7,24.4,13.8,6.9,3.8,3.6,18.2,20.3,110.1,-4.7
106,"Harrell, Montrezl",PHI,45,29,16,47.8,40.2,85.8,46.8,11.3,34.0,33.3,20.2,26.5,76.2,10.1,32.5,42.6,24.4,13.9,6.1,4.8,5.2,18.5,21.5,111.9,-0.5
106,"Harris, Tobias",PHI,45,29,16,49.0,40.7,85.9,47.4,11.5,32.4,35.3,18.3,23.0,79.4,9.6,32.3,41.9,24.4,14.9,7.1,5.3,5.1,19.5,20.4,111.2,-5.1
106,"Johnson, Keldon",SAS,45,13,32,47.6,46.5,89.7,51.8,13.0,31.2,41.6,16.1,20.8,77.6,10.7,32.5,43.2,26.9,13.6,7.9,4.8,4.0,18.5,19.3,122.0,10.7
106,"LaVine, Zach",CHI,45,22,23,47.4,41.5,87.0,47.7,13.1,36.2,36.1,16.8,21.6,77.7,9.5,33.9,43.5,25.4,14.3,6.3,5.2,4.4,17.5,18.5,112.8,1.6
106,"McCollum, CJ",NOP,45,23,22,47.9,41.2,87.8,47.0,11.8,35.0,33.5,18.6,23.4,79.3,10.3,31.7,42.0,25.2,13.6,6.9,4.9,4.6,19.7,20.1,112.8,-1.0
106,"McDermott, Doug",SAS,45,14,31,45.6,43.4,86.8,50.0,12.1,31.5,38.3,18.0,23.5,76.5,10.5,32.0,42.4,24.4,11.9,7.8,4.7,4.4,18.6,19.3,116.9,6.7
106,"Milton, Shake",PHI,45,32,13,47.2,39.2,84.1,46.6,10.1,31.3,32.3,20.3,26.7,76.1,10.2,32.2,42.5,22.7,15.4,6.7,5.1,4.5,18.6,22.4,108.7,-3.2
106,"Nembhard, Andrew",IND,45,21,24,46.6,40.7,86.2,47.2,12.9,32.7,39.3,21.7,26.5,81.8,12.4,33.9,46.3,25.3,14.8,7.6,4.8,6.1,18.2,21.7,115.9,5.2
106,"Nesmith, Aaron",IND,45,20,25,46.9,41.4,86.0,48.2,13.3,33.8,39.5,20.3,25.1,81.0,11.0,33.1,44.2,25.6,14.7,6.9,5.3,6.0,19.4,21.2,116.5,3.3
106,"Okogie, Josh",PHX,45,23,22,47.6,37.4,84.4,44.3,10.3,31.3,32.8,19.9,24.6,80.8,10.7,30.2,40.9,22.2,17.3,9.3,5.0,5.6,24.8,20.0,104.9,-4.2
